start_time,end_time,text
1744.952,1748.087,"Dr. Bravestone,
here's a map of Jumanji."
1748.088,1750.856,"You must go to the bazaar
and find the missing piece."
1750.858,1752.924,"- The bazaar.
- Missing piece of what?"
1752.926,1754.926,"- Cheerio!
- You can't give us a ride"
1754.93,1756.895,"- to the statue?
- And remember:"
1756.897,1758.865,If you wish to leave the game
1758.866,1762.807,"You must save Jumanji
And call out its name"
1770.045,1773.614,"- You want to, uh, put this in there?
- No."
1773.615,1776.683,"Come on, you're the only one
with a backpack, Fridge."
1777.652,1779.252,So what? We have a map.
1779.255,1781.253,"So now we're supposed
to go and find...?"
1781.257,1782.753,"The bazaar, I guess?"
1782.757,1785.692,"So we return the jewel
to the Jaguar statue,"
1785.692,1788.226,"and then we go home.
No problem."
1788.229,1790.163,"Why can't we just leave,
stop the game,"
1790.163,1792.231,without doing all this stuff?
1792.233,1794.736,We have to finish the game.
1795.97,1797.64,I think...
1798.807,1801.742,I think we have to save Jumanji.
1809.786,1812.821,"Damn, that is a man right there."
1814.99,1819.226,"Don't cry, don't cry, don't cry."
1819.229,1820.292,Don't cry.
1820.296,1821.761,Ah...
1821.763,1824.565,"There are so many diseases
out here."
1824.567,1825.999,It's hot.
1826.0,1828.234,"Okay, this is what I'm good at."
1828.238,1830.635,"Playing video games.
It's what I do."
1830.637,1832.904,"It's literally
the main thing that I do."
1832.906,1834.973,"Play a game like this,
there'll be levels."
1834.976,1837.778,"In order to finish, you gotta
complete all the levels."
1837.779,1839.846,"Levels are gonna get harder
as we go along."
1839.846,1841.315,"- We complete the levels...
- Do you"
1841.317,1843.148,even know where we're going?
1843.152,1845.018,"- Kind of.
- Kind of?"
1845.019,1847.921,"Oh, that's good, then.
We're in good hands."
1847.923,1850.79,"Okay, the missing piece,
I'm guessing."
1850.792,1852.657,"That must be
what we're looking for,"
1852.661,1853.926,the missing piece of the map.
1853.93,1855.964,"The problem is,
there's nothing here."
1858.067,1861.667,"What do you mean?
It's a map, just like he said."
1861.671,1863.071,It's a map of Jumanji.
1864.374,1865.838,Cartography.
1865.84,1867.84,"- What's that?
- The study of maps."
