start_time,end_time,text
1886.67,1889.84,Time for one of our little heart-to-hearts?
1893.26,1896.72,"Actually, it's about the new
girl in my class, Miss Trunchbull,"
1896.89,1898.51,Matilda Wormwood.
1898.68,1901.51,"- Her father says she's a real wart.
- A what?"
1901.68,1905.139,"A carbuncle, a blister, a festering
pustule of malignant ooze."
1905.309,1910.399,"Oh, no, Matilda Wormwood is
a very sweet girl, and very bright."
1910.569,1912.149,A bright child?
1912.319,1914.609,"Yes. She can multiply
large sums in her head."
1914.949,1917.359,So can a calculator.
1917.529,1923.118,"Well, I think she might be happier
in an older and more advanced class."
1923.288,1925.458,"Ah, I knew it!"
1925.618,1926.498,"You can't handle the little viper,"
1926.668,1929.288,"so you're trying to foist her off
on one of the other teachers."
1929.458,1931.208,"- No, no, no, Miss Trunchbull.
- Yes!"
1931.378,1934.048,"Typical, slothful cowardice."
1934.218,1936.548,"Listen to me, Jen."
1936.718,1941.347,"The distance the shot put goes depends
upon the effort you put into it."
1941.507,1943.007,Perspiration!
1943.177,1947.517,"If you can't handle the little brat,
I'll lock her in the choky!"
1950.107,1952.317,"- Get it?
- Yes, ma'am."
1952.477,1957.066,"One day, Jen, you'll see that everything
I do is for your own good,"
1957.236,1961.566,"and the good of those
putrescent little children!"
1983.215,1985.595,Get back at Tiffany. Before.
1985.765,1987.765,"- When she was having that...
- Mom, I'm home."
1987.935,1990.974,"- How was school?
- School was great."
1991.144,1993.764,"My teacher lets me do
sixth-grade work. Look."
1993.934,1996.274,"- Algebra and geography.
- Hold on a minute."
1996.434,1999.144,"Can't you see I'm in the middle
of an important phone call?"
1999.484,2001.734,"Well, you just asked me how school was."
2001.904,2003.364,Quiet.
2003.524,2005.944,"What else was she supposed
to do? The baby wasn't his."
2006.114,2008.453,"Well, it was really great."
2008.613,2011.163,No way. They gotta be implants.
2011.323,2016.163,"The principal is insane. She threw
a girl over the fence by her hair."
2016.333,2020.213,"It would change your life too
if you waxed yours, I'm positive."
2020.373,2023.383,I have the most wonderful teacher.
2023.632,2025.462,Mine are driving me crazy.
